order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
762620,13997,prior,35,2,9,8.0
427114,13997,prior,36,0,10,12.0
1936839,13997,prior,37,3,9,10.0
3215082,13997,prior,38,4,20,15.0
246064,13997,prior,39,5,7,1.0
2360946,13997,prior,40,0,9,2.0
1731696,13997,prior,41,5,6,5.0
539285,13997,prior,42,1,10,3.0
2289165,13997,prior,43,6,13,5.0
813146,13997,prior,44,5,7,13.0
1851021,13997,prior,45,1,23,10.0
2656699,13997,train,46,0,11,13.0
2120022,14079,prior,1,0,16,
1934189,14079,prior,2,5,19,26.0
3237678,14079,prior,3,1,16,30.0
1786549,14079,prior,4,0,15,20.0
1790914,14079,prior,5,5,17,30.0
398370,14079,prior,6,3,17,30.0
1078734,14079,test,7,0,16,18.0
1517216,14145,prior,1,1,15,
2923014,14145,prior,2,5,14,4.0
3246184,14145,prior,3,2,20,11.0
353176,14145,prior,4,2,20,7.0
163246,14145,prior,5,1,13,20.0
2194314,14145,prior,6,2,16,15.0
2270538,14145,prior,7,3,12,30.0
1442276,14145,prior,8,3,19,0.0
2999200,14145,prior,9,4,15,30.0
2074187,14145,prior,10,2,9,30.0
102935,14145,prior,11,4,12,9.0
2201981,14145,prior,12,2,8,30.0
683327,14145,prior,13,2,14,7.0
2640827,14145,prior,14,2,12,7.0
1291005,14145,prior,15,2,6,7.0
2187294,14145,prior,16,4,12,30.0
1006209,14145,prior,17,1,15,11.0
1063436,14145,prior,18,1,23,21.0
2525047,14145,train,19,1,15,30.0
263862,14183,prior,1,6,14,
3158859,14183,prior,2,5,13,6.0
884757,14183,prior,3,4,17,20.0
286426,14183,prior,4,0,8,3.0
3150420,14183,prior,5,4,15,18.0
3297731,14183,prior,6,2,14,5.0
900572,14183,prior,7,1,15,13.0
586914,14183,prior,8,5,13,30.0
1057527,14183,prior,9,5,12,7.0
736259,14183,prior,10,4,16,6.0
3078298,14183,prior,11,2,12,5.0
2976741,14183,prior,12,0,17,12.0
877550,14183,prior,13,3,11,3.0
1271280,14183,prior,14,3,16,21.0
338923,14183,prior,15,5,15,9.0
1815193,14183,train,16,2,8,30.0
509833,14211,prior,1,0,12,
1344822,14211,prior,2,6,19,30.0
3086329,14211,prior,3,0,9,29.0
2138651,14211,prior,4,0,9,0.0
2073124,14211,prior,5,2,11,30.0
3088787,14211,prior,6,2,14,7.0
68217,14211,prior,7,2,15,30.0
1473962,14211,test,8,4,10,30.0
1599734,14222,prior,1,3,14,
3282413,14222,prior,2,4,15,30.0
869631,14222,prior,3,3,16,30.0
987399,14222,prior,4,6,14,30.0
3291225,14222,train,5,1,16,30.0
2401441,14238,prior,1,2,10,
277019,14238,prior,2,6,17,30.0
1409311,14238,prior,3,0,12,22.0
2642550,14238,prior,4,5,14,30.0
355574,14238,prior,5,2,9,30.0
3401666,14238,prior,6,4,17,30.0
2217650,14238,prior,7,4,21,30.0
1794281,14238,prior,8,5,23,1.0
2552828,14238,prior,9,5,23,14.0
3081096,14238,prior,10,3,18,19.0
21103,14238,test,11,0,19,30.0
1008479,14274,prior,1,0,12,
1626675,14274,prior,2,5,17,5.0
388628,14274,prior,3,2,13,18.0
3105049,14274,prior,4,0,12,12.0
2079726,14274,prior,5,2,16,9.0
681422,14274,prior,6,0,13,12.0
70671,14274,prior,7,6,14,6.0
2654823,14274,prior,8,0,16,8.0
1262966,14274,prior,9,0,13,14.0
1039438,14274,prior,10,0,11,7.0
701990,14274,prior,11,5,15,5.0
2040678,14274,prior,12,0,18,2.0
2319363,14274,prior,13,1,14,8.0
3281009,14274,prior,14,3,12,9.0
3030904,14274,prior,15,3,18,7.0
1114561,14274,prior,16,0,16,4.0
3324215,14274,prior,17,1,13,8.0
1152176,14274,train,18,5,14,4.0
3259707,14286,prior,1,5,15,
1335923,14286,prior,2,0,15,2.0
364068,14286,prior,3,6,14,6.0
1393302,14286,train,4,1,19,30.0
298953,14343,prior,1,1,14,
2067645,14343,prior,2,4,16,10.0
2927979,14343,prior,3,6,23,16.0
2353523,14343,prior,4,3,15,11.0
2749495,14343,prior,5,2,19,13.0
1302598,14343,prior,6,0,23,30.0
2239008,14343,prior,7,3,7,17.0
3259694,14343,prior,8,1,15,5.0
2118128,14343,prior,9,0,23,20.0
942219,14343,prior,10,0,17,7.0
2510063,14343,prior,11,0,19,0.0
1216474,14343,prior,12,3,9,30.0
1447619,14343,prior,13,5,18,9.0
3306229,14343,prior,14,6,12,8.0
203529,14343,prior,15,6,21,14.0
895720,14343,prior,16,0,13,8.0
1100835,14343,prior,17,0,12,7.0
1972523,14343,prior,18,6,20,6.0
3284948,14343,prior,19,6,16,30.0
2375365,14343,prior,20,1,16,30.0
847395,14343,prior,21,3,11,9.0
2045899,14343,test,22,3,8,7.0
1448302,14407,prior,1,3,10,
2560287,14407,prior,2,6,12,3.0
2891550,14407,prior,3,3,14,4.0
1535705,14407,prior,4,1,12,5.0
1505373,14407,prior,5,0,7,6.0
635980,14407,prior,6,6,13,6.0
1202933,14407,prior,7,5,10,6.0
509911,14407,prior,8,3,11,5.0
1184585,14407,prior,9,6,6,10.0
1398294,14407,prior,10,0,13,8.0
1982697,14407,prior,11,0,14,7.0
432845,14407,prior,12,0,14,7.0
2954013,14407,prior,13,4,11,4.0
2908722,14407,prior,14,4,13,7.0
2486646,14407,prior,15,3,15,30.0
2891523,14407,prior,16,3,10,7.0
380269,14407,prior,17,0,15,4.0
1395519,14407,prior,18,0,13,7.0
813811,14407,prior,19,5,11,5.0
192370,14407,prior,20,0,13,2.0
2607697,14407,prior,21,0,15,7.0
911489,14407,prior,22,0,14,7.0
610441,14407,prior,23,6,6,6.0
3378615,14407,prior,24,5,7,13.0
2546770,14407,prior,25,6,15,22.0
2507418,14407,prior,26,4,11,5.0
947094,14407,prior,27,3,21,6.0
1483201,14407,prior,28,3,21,7.0
2938368,14407,prior,29,6,10,10.0
3414225,14407,prior,30,0,9,8.0
2659056,14407,prior,31,0,7,14.0
2842536,14407,prior,32,6,7,6.0
3108512,14407,prior,33,5,11,13.0
2827624,14407,prior,34,5,7,14.0
728845,14407,prior,35,4,10,6.0
2293593,14407,prior,36,1,21,11.0
1176646,14407,prior,37,6,14,30.0
2101101,14407,prior,38,4,14,12.0
664613,14407,prior,39,3,15,20.0
2618479,14407,train,40,4,14,8.0
2472549,14584,prior,1,0,9,
75873,14584,prior,2,2,21,9.0
1852494,14584,prior,3,0,20,30.0
1734153,14584,prior,4,1,18,22.0
1318991,14584,prior,5,5,20,30.0
3034717,14584,prior,6,0,9,30.0
2482448,14584,prior,7,1,10,22.0
1091753,14584,prior,8,2,20,30.0
3621,14584,prior,9,5,14,30.0
883794,14584,prior,10,0,14,9.0
129812,14584,prior,11,0,17,7.0
2109213,14584,train,12,6,12,13.0
327500,14635,prior,1,1,21,
126999,14635,prior,2,6,16,30.0
1479700,14635,prior,3,4,12,30.0
2960420,14635,prior,4,3,21,13.0
3104733,14635,train,5,3,11,28.0
2699373,14652,prior,1,5,13,
1835110,14652,prior,2,2,13,30.0
415436,14652,prior,3,2,13,0.0
1703543,14652,prior,4,5,17,10.0
2262576,14652,prior,5,3,11,30.0
834414,14652,prior,6,1,11,12.0
2850542,14652,test,7,4,20,10.0
2431929,14686,prior,1,3,15,
2343672,14686,prior,2,1,14,5.0
2264609,14686,prior,3,5,17,4.0
2313386,14686,prior,4,6,13,8.0
79091,14686,prior,5,4,16,12.0
1989054,14686,prior,6,0,13,3.0
1181054,14686,prior,7,6,12,6.0
271590,14686,prior,8,3,16,4.0
424174,14686,prior,9,5,16,9.0
2798733,14686,train,10,0,13,2.0
1522597,14709,prior,1,2,21,
2456995,14709,prior,2,0,15,30.0
2461135,14709,prior,3,1,19,29.0
7852,14709,prior,4,4,19,30.0
199592,14709,prior,5,6,15,30.0
500071,14709,prior,6,4,14,19.0
3215272,14709,prior,7,1,18,30.0
740090,14709,train,8,5,17,4.0
32729,14783,prior,1,6,9,
3354365,14783,prior,2,5,13,13.0
660469,14783,prior,3,6,17,15.0
1566108,14783,prior,4,5,12,20.0
2743643,14783,train,5,5,10,14.0
976416,14931,prior,1,6,13,
419258,14931,prior,2,6,17,28.0
2159648,14931,prior,3,1,8,2.0
2159307,14931,prior,4,6,21,5.0
1214546,14931,prior,5,4,17,5.0
925968,14931,prior,6,6,14,2.0
2806387,14931,test,7,0,9,8.0
1567774,14962,prior,1,5,6,
3172483,14962,prior,2,1,12,3.0
1506586,14962,prior,3,1,12,7.0
98748,14962,prior,4,0,10,6.0
2728357,14962,prior,5,1,21,22.0
374929,14962,prior,6,6,12,5.0
2471004,14962,prior,7,6,10,14.0
1882845,14962,prior,8,1,10,2.0
2089664,14962,prior,9,5,14,11.0
696600,14962,prior,10,4,15,6.0
3063131,14962,prior,11,0,9,10.0
1013719,14962,prior,12,6,13,6.0
2241599,14962,prior,13,0,8,8.0
3254802,14962,prior,14,2,17,23.0
1191964,14962,prior,15,0,10,5.0
664397,14962,prior,16,3,19,10.0
3142069,14962,prior,17,3,16,14.0
431226,14962,prior,18,1,18,26.0
2056204,14962,prior,19,0,6,6.0
1443967,14962,prior,20,0,10,0.0
3386028,14962,prior,21,4,16,11.0
1568879,14962,prior,22,3,17,13.0
2126245,14962,prior,23,1,19,5.0
3340526,14962,prior,24,0,13,6.0
1388299,14962,prior,25,6,23,13.0
2689966,14962,test,26,0,7,15.0
1669650,14974,prior,1,5,10,
1773593,14974,prior,2,3,14,5.0
28494,14974,prior,3,2,12,6.0
2191065,14974,prior,4,6,17,4.0
2691206,14974,prior,5,3,15,4.0
1668922,14974,prior,6,1,10,12.0
3285331,14974,prior,7,3,15,2.0
3152512,14974,prior,8,1,11,5.0
2864969,14974,prior,9,3,9,9.0
3417569,14974,prior,10,6,10,3.0
2470698,14974,prior,11,6,21,7.0
3386616,14974,prior,12,1,14,2.0
2585119,14974,prior,13,6,8,5.0
631076,14974,prior,14,3,7,11.0
2548269,14974,prior,15,1,6,12.0
3305078,14974,prior,16,3,15,9.0
2690341,14974,prior,17,2,7,6.0
2422721,14974,prior,18,3,16,8.0
3113445,14974,prior,19,2,15,20.0
1699255,14974,prior,20,2,15,7.0
2800542,14974,prior,21,3,10,1.0
328592,14974,prior,22,2,10,13.0
2959790,14974,prior,23,1,13,6.0
2399463,14974,train,24,0,7,6.0
684265,15002,prior,1,3,12,
1976477,15002,prior,2,2,9,30.0
2474037,15002,prior,3,2,18,7.0
2096548,15002,prior,4,3,10,1.0
1999971,15002,prior,5,1,18,5.0
2723733,15002,prior,6,6,19,5.0
1735277,15002,train,7,3,17,4.0
3208751,15055,prior,1,6,14,
2190829,15055,prior,2,6,16,7.0
2995579,15055,prior,3,5,9,6.0
217400,15055,prior,4,3,11,30.0
2876027,15055,prior,5,0,10,4.0
1175525,15055,prior,6,6,12,13.0
1747755,15055,prior,7,2,1,30.0
1710170,15055,prior,8,4,7,16.0
565287,15055,prior,9,5,12,30.0
54438,15055,prior,10,6,15,15.0
1754320,15055,prior,11,6,13,7.0
2806879,15055,prior,12,6,16,14.0
1761282,15055,prior,13,0,10,8.0
2287514,15055,prior,14,2,10,23.0
2618526,15055,prior,15,6,14,11.0
239974,15055,train,16,6,8,14.0
1729934,15122,prior,1,0,16,
436102,15122,prior,2,3,16,17.0
2471971,15122,prior,3,1,13,5.0
33632,15122,test,4,1,15,28.0
2539601,15126,prior,1,6,12,
1626841,15126,prior,2,6,9,7.0
1912318,15126,prior,3,5,18,6.0
1163017,15126,prior,4,5,23,7.0
904763,15126,prior,5,4,22,6.0
220085,15126,prior,6,6,9,9.0
3055508,15126,prior,7,1,15,9.0
153329,15126,prior,8,0,15,13.0
1777235,15126,prior,9,5,23,5.0
1308171,15126,prior,10,0,16,30.0
2617305,15126,prior,11,6,11,6.0
2648408,15126,prior,12,5,16,6.0
1226172,15126,prior,13,6,19,8.0
2131484,15126,prior,14,0,10,8.0
2695629,15126,prior,15,0,9,7.0
296082,15126,prior,16,6,13,6.0
2215222,15126,prior,17,0,9,8.0
1660798,15126,prior,18,6,8,6.0
2839918,15126,prior,19,1,22,9.0
233631,15126,prior,20,5,17,4.0
2521622,15126,prior,21,0,15,30.0
2255190,15126,prior,22,1,11,8.0
2853179,15126,prior,23,6,10,5.0
2762164,15126,prior,24,6,10,7.0
3359278,15126,train,25,3,9,11.0
336441,15129,prior,1,3,12,
196724,15129,prior,2,5,11,30.0
1277792,15129,prior,3,2,12,30.0
885370,15129,prior,4,0,19,26.0
1160371,15129,prior,5,1,16,1.0
534080,15129,prior,6,4,16,3.0
1151430,15129,prior,7,5,12,1.0
358885,15129,prior,8,1,11,3.0
916272,15129,prior,9,4,9,3.0
2271557,15129,train,10,0,20,3.0
2610250,15157,prior,1,6,14,
604965,15157,prior,2,6,17,0.0
2225070,15157,prior,3,3,11,4.0
1464277,15157,prior,4,1,12,30.0
1676903,15157,train,5,6,13,26.0
1515418,15229,prior,1,5,7,
1073369,15229,prior,2,6,10,1.0
729004,15229,prior,3,1,9,2.0
2200315,15229,prior,4,0,9,6.0
3401814,15229,prior,5,4,7,4.0
2368573,15229,prior,6,1,10,4.0
3233600,15229,prior,7,5,12,4.0
2168490,15229,prior,8,0,20,2.0
2908077,15229,prior,9,0,11,7.0
1853324,15229,prior,10,2,14,2.0
2241243,15229,prior,11,0,12,5.0
1496729,15229,prior,12,1,13,8.0
2988468,15229,prior,13,2,10,1.0
3010200,15229,prior,14,4,10,2.0
1025555,15229,prior,15,0,8,3.0
3256690,15229,prior,16,4,12,4.0
2361025,15229,prior,17,1,10,4.0
1691931,15229,prior,18,4,12,3.0
1054996,15229,prior,19,2,7,5.0
643535,15229,prior,20,0,11,5.0
2114763,15229,prior,21,4,16,4.0
791786,15229,prior,22,4,20,0.0
836055,15229,prior,23,6,10,9.0
2381471,15229,prior,24,2,15,3.0
1592580,15229,prior,25,5,11,3.0
1993414,15229,prior,26,2,9,4.0
33702,15229,prior,27,0,13,5.0
369279,15229,prior,28,1,11,1.0
1342197,15229,prior,29,2,12,8.0
2248316,15229,prior,30,3,17,1.0
3122752,15229,prior,31,6,14,3.0
2797727,15229,prior,32,1,10,2.0
507297,15229,prior,33,5,18,4.0
3017528,15229,prior,34,1,14,3.0
1285938,15229,prior,35,4,21,3.0
1106722,15229,prior,36,0,13,3.0
2654972,15229,prior,37,2,12,2.0
1679141,15229,prior,38,1,17,6.0
3266435,15229,prior,39,5,11,4.0
3203791,15229,prior,40,2,14,4.0
1866308,15229,prior,41,5,11,3.0
2292147,15229,prior,42,1,11,3.0
2606829,15229,prior,43,5,16,4.0
1760281,15229,prior,44,1,12,3.0
32070,15229,prior,45,1,20,14.0
1705714,15229,prior,46,5,5,4.0
1020000,15229,prior,47,4,16,6.0
1739943,15229,prior,48,1,15,4.0
1979405,15229,prior,49,6,11,5.0
2807651,15229,prior,50,2,13,3.0
627276,15229,prior,51,0,9,5.0
3028934,15229,prior,52,3,11,3.0
2256092,15229,prior,53,6,10,3.0
1228526,15229,prior,54,1,9,2.0
2594958,15229,prior,55,6,15,5.0
2141679,15229,prior,56,3,11,4.0
2979044,15229,prior,57,6,16,3.0
1971423,15229,prior,58,3,15,4.0
73628,15229,prior,59,5,16,9.0
1085877,15229,prior,60,1,10,3.0
321401,15229,prior,61,5,11,4.0
1973230,15229,prior,62,2,11,4.0
2854316,15229,prior,63,1,7,6.0
1498652,15229,prior,64,2,11,1.0
1883057,15229,prior,65,4,12,2.0
454661,15229,prior,66,5,12,1.0
2437785,15229,prior,67,0,20,2.0
3126870,15229,prior,68,3,9,3.0
2981319,15229,prior,69,6,16,3.0
1353085,15229,prior,70,4,13,5.0
723087,15229,prior,71,1,10,4.0
1143887,15229,prior,72,3,16,2.0
1393783,15229,prior,73,6,12,3.0
24361,15229,prior,74,4,7,19.0
3158920,15229,prior,75,1,9,18.0
1211070,15229,prior,76,6,15,5.0
507975,15229,prior,77,1,9,2.0
3302110,15229,prior,78,2,19,1.0
730195,15229,prior,79,0,14,5.0
1817026,15229,prior,80,3,7,3.0
1736321,15229,prior,81,1,10,5.0
845269,15229,prior,82,3,11,2.0
43908,15229,prior,83,0,16,4.0
1701961,15229,prior,84,2,11,2.0
1312213,15229,prior,85,5,13,3.0
2764276,15229,prior,86,3,13,5.0
1913908,15229,prior,87,3,10,7.0
1854754,15229,prior,88,5,13,2.0
97771,15229,test,89,0,11,2.0
1346210,15230,prior,1,4,11,
810839,15230,prior,2,2,7,19.0
232414,15230,prior,3,4,15,23.0
2205216,15230,prior,4,6,7,23.0
1734479,15230,prior,5,2,13,30.0
1447709,15230,prior,6,2,12,21.0
1660405,15230,prior,7,2,11,14.0
504362,15230,prior,8,2,15,14.0
252319,15230,prior,9,1,15,30.0
2893438,15230,prior,10,1,13,7.0
255478,15230,prior,11,2,9,15.0
2324833,15230,prior,12,3,17,22.0
1896063,15230,prior,13,2,9,13.0
354012,15230,prior,14,2,7,21.0
2598052,15230,train,15,0,13,12.0
209258,15346,prior,1,1,11,
2836984,15346,prior,2,6,22,30.0
2164024,15346,prior,3,4,11,30.0
2037478,15346,prior,4,0,12,30.0
203186,15346,prior,5,6,9,30.0
135943,15346,prior,6,5,17,30.0
503680,15346,test,7,1,12,10.0
1311408,15515,prior,1,0,22,
2037802,15515,prior,2,0,10,7.0
2235661,15515,prior,3,0,22,28.0
1552109,15515,prior,4,0,22,14.0
327411,15515,prior,5,1,9,8.0
2657558,15515,prior,6,2,8,8.0
1771840,15515,prior,7,0,9,19.0
3092167,15515,prior,8,3,9,17.0
1616367,15515,prior,9,3,14,7.0
56299,15515,prior,10,3,11,7.0
3295135,15515,prior,11,1,12,12.0
3027196,15515,prior,12,0,9,20.0
983632,15515,prior,13,1,9,15.0
1379852,15515,prior,14,1,9,7.0
1152000,15515,prior,15,2,9,8.0
1438177,15515,prior,16,1,14,6.0
2435617,15515,prior,17,1,10,7.0
1463039,15515,prior,18,0,16,6.0
2030159,15515,prior,19,4,17,4.0
659193,15515,prior,20,0,9,17.0
690262,15515,prior,21,1,9,8.0
2907564,15515,prior,22,0,9,6.0
3020220,15515,prior,23,4,12,4.0
2293672,15515,prior,24,1,0,4.0
73556,15515,prior,25,2,7,8.0
2529417,15515,prior,26,2,8,14.0
991896,15515,prior,27,1,10,6.0
1564857,15515,prior,28,1,12,7.0
2608231,15515,prior,29,4,11,3.0
3186064,15515,prior,30,0,11,3.0
2695510,15515,prior,31,3,17,3.0
2352363,15515,prior,32,0,15,4.0
2069868,15515,prior,33,1,12,1.0
2283557,15515,prior,34,1,10,7.0
2616269,15515,prior,35,4,10,3.0
179036,15515,prior,36,0,13,3.0
447542,15515,prior,37,1,7,1.0
3348579,15515,prior,38,5,9,4.0
2899001,15515,prior,39,1,8,3.0
1273772,15515,prior,40,3,10,2.0
3404945,15515,prior,41,2,11,6.0
2931736,15515,prior,42,6,18,4.0
3003503,15515,prior,43,2,9,3.0
2829547,15515,prior,44,1,8,6.0
201501,15515,prior,45,4,7,3.0
2529665,15515,prior,46,0,10,3.0
723224,15515,train,47,0,10,21.0
2424458,15526,prior,1,6,10,
310548,15526,prior,2,1,18,23.0
1131872,15526,prior,3,6,11,19.0
411559,15526,prior,4,6,11,7.0
608445,15526,prior,5,6,9,7.0
3031739,15526,train,6,5,16,6.0
3120319,15527,prior,1,3,18,
3214969,15527,prior,2,0,19,4.0
2033949,15527,prior,3,3,19,10.0
2004174,15527,prior,4,3,14,7.0
2891336,15527,prior,5,1,0,12.0
1980861,15527,prior,6,1,17,7.0
1244961,15527,prior,7,0,14,6.0
1805258,15527,prior,8,6,13,6.0
3311106,15527,prior,9,6,11,7.0
18501,15527,prior,10,6,12,7.0
1437784,15527,prior,11,6,11,14.0
919971,15527,prior,12,0,12,8.0
1343356,15527,prior,13,6,16,6.0
3076323,15527,prior,14,0,14,8.0
410932,15527,prior,15,6,14,6.0
1349339,15527,prior,16,3,12,4.0
173508,15527,prior,17,6,13,3.0
1956117,15527,prior,18,2,15,3.0
2679470,15527,prior,19,0,11,5.0
457533,15527,prior,20,4,19,4.0
3025467,15527,prior,21,1,13,11.0
2975886,15527,prior,22,0,9,6.0
1194892,15527,prior,23,3,19,3.0
1144011,15527,prior,24,4,16,8.0
1786453,15527,prior,25,0,12,3.0
3122669,15527,prior,26,0,11,14.0
1858979,15527,prior,27,6,18,13.0
2600897,15527,prior,28,6,12,7.0
1008916,15527,prior,29,6,13,7.0
1848817,15527,prior,30,6,9,7.0
991601,15527,prior,31,6,12,7.0
451126,15527,prior,32,6,12,7.0
793859,15527,prior,33,6,13,7.0
3105860,15527,prior,34,6,10,14.0
2622448,15527,prior,35,6,15,0.0
1564992,15527,prior,36,6,15,0.0
2682552,15527,prior,37,6,13,14.0
2466989,15527,train,38,0,13,1.0
372977,15538,prior,1,0,21,
2091007,15538,prior,2,0,12,7.0
739626,15538,prior,3,5,10,12.0
21758,15538,prior,4,0,17,2.0
50844,15538,prior,5,3,11,24.0
26905,15538,prior,6,4,20,1.0
511954,15538,prior,7,5,14,1.0
1608222,15538,prior,8,5,18,14.0
2636892,15538,prior,9,0,15,9.0
2636409,15538,prior,10,5,12,26.0
1325759,15538,prior,11,3,9,5.0
897892,15538,prior,12,5,22,16.0
1276641,15538,prior,13,0,11,9.0
2601560,15538,prior,14,0,11,28.0
409846,15538,train,15,0,18,28.0
2907461,15620,prior,1,5,14,
1170328,15620,prior,2,6,19,8.0
1937301,15620,prior,3,0,19,29.0
43986,15620,prior,4,0,13,7.0
3317339,15620,prior,5,4,16,30.0
1687146,15620,prior,6,0,12,10.0
2796084,15620,prior,7,6,17,6.0
2266890,15620,prior,8,1,12,30.0
1272137,15620,prior,9,2,17,8.0
2810923,15620,prior,10,4,12,30.0
2364803,15620,prior,11,0,20,24.0
893387,15620,prior,12,4,18,30.0
1760298,15620,prior,13,0,18,17.0
2640090,15620,prior,14,2,15,23.0
1818909,15620,prior,15,2,16,14.0
1930765,15620,train,16,2,19,7.0
2463986,15622,prior,1,1,10,
1535415,15622,prior,2,3,14,2.0
292871,15622,prior,3,4,17,1.0
1401447,15622,prior,4,1,10,11.0
1211410,15622,prior,5,1,14,0.0
3244406,15622,prior,6,5,18,4.0
66253,15622,prior,7,4,14,20.0
2165973,15622,prior,8,1,10,11.0
1444480,15622,prior,9,2,12,15.0
2457778,15622,prior,10,1,15,13.0
1502312,15622,prior,11,1,16,0.0
2815627,15622,prior,12,5,23,4.0
979522,15622,prior,13,1,16,10.0
177804,15622,prior,14,1,11,7.0
1324033,15622,prior,15,4,9,3.0
316317,15622,prior,16,1,11,11.0
1727398,15622,prior,17,4,15,3.0
2240438,15622,prior,18,2,8,5.0
3396966,15622,prior,19,2,14,0.0
1032516,15622,prior,20,1,9,6.0
759628,15622,prior,21,1,12,7.0
2555920,15622,prior,22,1,17,7.0
821005,15622,prior,23,0,8,6.0
2562338,15622,prior,24,2,11,2.0
1468038,15622,prior,25,4,8,2.0
607672,15622,prior,26,1,10,4.0
3157553,15622,prior,27,2,11,1.0
2340599,15622,prior,28,6,9,4.0
740150,15622,prior,29,0,10,1.0
3313124,15622,prior,30,1,10,1.0
1933300,15622,prior,31,4,13,3.0
808307,15622,prior,32,0,9,10.0
2071399,15622,prior,33,1,9,1.0
1878925,15622,prior,34,3,11,2.0
1595476,15622,prior,35,2,9,6.0
1014291,15622,test,36,0,9,5.0
126430,15738,prior,1,3,20,
1060215,15738,prior,2,4,9,8.0
1062927,15738,prior,3,1,15,4.0
3334160,15738,prior,4,4,19,3.0
59318,15738,prior,5,4,15,21.0
3267154,15738,prior,6,5,11,15.0
1583739,15738,prior,7,5,12,7.0
1423329,15738,prior,8,2,18,18.0
3363665,15738,prior,9,6,10,18.0
2214961,15738,prior,10,3,19,11.0
961928,15738,prior,11,2,12,20.0
3398931,15738,prior,12,0,17,12.0
3186571,15738,prior,13,4,17,4.0
2399932,15738,prior,14,5,12,8.0
3411466,15738,prior,15,1,20,10.0
148453,15738,prior,16,5,13,4.0
1747616,15738,prior,17,1,13,17.0
1043851,15738,prior,18,1,14,14.0
1649349,15738,prior,19,6,11,26.0
2031350,15738,prior,20,3,16,25.0
2802811,15738,prior,21,0,9,18.0
577842,15738,prior,22,1,16,1.0
2073257,15738,prior,23,4,10,10.0
519393,15738,prior,24,2,13,30.0
3291746,15738,prior,25,3,16,22.0
1576749,15738,train,26,3,18,28.0
1713685,15819,prior,1,0,12,
19130,15819,prior,2,0,9,7.0
1386281,15819,prior,3,0,9,7.0
2721643,15819,prior,4,6,10,6.0
460299,15819,prior,5,0,8,8.0
134753,15819,prior,6,0,8,7.0
2697384,15819,prior,7,0,7,7.0
2070252,15819,prior,8,5,13,5.0
1824730,15819,prior,9,5,6,7.0
2063515,15819,prior,10,5,11,7.0
22535,15819,prior,11,5,18,7.0
1103489,15819,prior,12,5,21,7.0
1881857,15819,prior,13,1,19,10.0
1915538,15819,prior,14,4,15,10.0
3368880,15819,prior,15,0,19,17.0
1585749,15819,prior,16,1,13,8.0
3214039,15819,prior,17,2,7,29.0
412580,15819,prior,18,1,9,6.0
1827664,15819,prior,19,0,8,6.0
2206973,15819,prior,20,4,7,11.0
1893108,15819,prior,21,3,11,6.0
3125334,15819,prior,22,5,13,9.0
3391589,15819,prior,23,0,11,9.0
1482231,15819,prior,24,3,16,17.0
28045,15819,prior,25,2,17,20.0
1490104,15819,train,26,2,16,21.0
2530752,15866,prior,1,1,15,
2211414,15866,prior,2,4,9,10.0
1011257,15866,prior,3,1,18,18.0
1287974,15866,test,4,1,14,14.0
607027,15938,prior,1,5,10,
2260936,15938,prior,2,5,14,7.0
662659,15938,prior,3,5,9,7.0
861882,15938,prior,4,5,11,7.0
2631060,15938,prior,5,5,11,7.0
1190076,15938,prior,6,6,19,8.0
1470685,15938,prior,7,1,10,9.0
1492727,15938,prior,8,1,10,14.0
3384601,15938,prior,9,1,9,7.0
2225611,15938,prior,10,6,19,5.0
2812900,15938,prior,11,1,9,30.0
1526301,15938,prior,12,1,11,7.0
1916573,15938,prior,13,5,21,4.0
208001,15938,prior,14,6,14,22.0
2765510,15938,prior,15,5,10,13.0
2794099,15938,prior,16,2,17,4.0
869218,15938,prior,17,5,9,3.0
2944625,15938,prior,18,0,13,2.0
1017063,15938,test,19,0,21,7.0
870296,15982,prior,1,4,17,
1884232,15982,prior,2,0,14,10.0
905078,15982,prior,3,1,19,30.0
2682746,15982,prior,4,2,18,1.0
2298812,15982,train,5,3,18,8.0
2200266,16007,prior,1,1,6,
317874,16007,prior,2,5,3,30.0
747790,16007,prior,3,3,9,5.0
668989,16007,prior,4,3,20,7.0
2938894,16007,prior,5,1,19,12.0
2557955,16007,prior,6,1,13,30.0
1790681,16007,train,7,5,4,30.0
676556,16213,prior,1,1,12,
2336082,16213,prior,2,0,16,30.0
2765334,16213,prior,3,3,20,30.0
278649,16213,prior,4,2,18,13.0
896223,16213,test,5,0,19,19.0
1610014,16219,prior,1,5,15,
2818235,16219,prior,2,2,8,4.0
2489707,16219,prior,3,4,14,2.0
1890377,16219,prior,4,2,12,5.0
1014353,16219,prior,5,4,13,2.0
3276372,16219,prior,6,1,15,4.0
737671,16219,prior,7,4,8,3.0
1820808,16219,prior,8,1,15,4.0
1369158,16219,prior,9,3,15,2.0
2349281,16219,prior,10,6,13,3.0
3006703,16219,prior,11,3,15,4.0
2463619,16219,prior,12,0,12,4.0
49576,16219,prior,13,6,11,6.0
2617381,16219,prior,14,3,16,4.0
1918616,16219,prior,15,5,15,2.0
3152331,16219,prior,16,3,8,5.0
2990529,16219,prior,17,6,10,3.0
1946713,16219,prior,18,0,15,1.0
1486882,16219,prior,19,4,9,4.0
1093629,16219,train,20,5,16,1.0
1106585,16303,prior,1,4,6,
589508,16303,prior,2,4,7,7.0
